super_krawedz,okres_id,mini_krawedz,czy_opoznienie_wyjazd,czy_opoznienie_przyjazd,nazwa_pociagu,czas_przejazdu_super_krawedz
"('Bohumin', 'Chałupki')",2023-03-17 03:00:00,"('Bohumin', 'Chałupki')",2,2,3,11.0
"('Bohumin', 'Chałupki')",2023-03-19 03:00:00,"('Bohumin', 'Chałupki')",2,2,3,11.0
"('Ciechanów', 'Działdowo')",2023-03-14 06:00:00,"('Ciechanów', 'Mława')",1,1,2,30.0
"('Ciechanów', 'Działdowo')",2023-03-14 06:00:00,"('Mława', 'Działdowo')",0,0,3,30.0
"('Ciechanów', 'Działdowo')",2023-03-16 06:00:00,"('Ciechanów', 'Mława')",3,3,4,30.0
"('Ciechanów', 'Działdowo')",2023-03-16 06:00:00,"('Mława', 'Działdowo')",2,2,3,30.0
"('Ciechanów', 'Działdowo')",2023-03-17 06:00:00,"('Ciechanów', 'Mława')",1,1,2,30.0
"('Ciechanów', 'Działdowo')",2023-03-17 06:00:00,"('Mława', 'Działdowo')",0,0,3,30.0
"('Ciechanów', 'Działdowo')",2023-03-23 06:00:00,"('Ciechanów', 'Mława')",0,0,2,30.0
"('Ciechanów', 'Działdowo')",2023-03-23 06:00:00,"('Mława', 'Działdowo')",1,1,3,30.0
"('Ciechanów', 'Nowy Dwór Mazowiecki')",2023-03-17 19:00:00,"('Ciechanów', 'Nowy Dwór Mazowiecki')",2,2,3,30.0
"('Ciechanów', 'Nowy Dwór Mazowiecki')",2023-03-19 19:00:00,"('Ciechanów', 'Nowy Dwór Mazowiecki')",3,3,3,30.0
"('Ciechanów', 'Nowy Dwór Mazowiecki')",2023-03-21 19:00:00,"('Ciechanów', 'Nowy Dwór Mazowiecki')",2,2,3,30.0
"('Działdowo', 'Ciechanów')",2023-03-16 19:00:00,"('Działdowo', 'Mława')",2,2,2,28.0
"('Działdowo', 'Ciechanów')",2023-03-16 19:00:00,"('Mława', 'Ciechanów')",2,0,3,28.0
"('Działdowo', 'Ciechanów')",2023-03-17 07:00:00,"('Działdowo', 'Mława')",0,0,1,28.0
"('Działdowo', 'Ciechanów')",2023-03-17 07:00:00,"('Mława', 'Ciechanów')",2,1,3,28.0
"('Działdowo', 'Ciechanów')",2023-03-17 19:00:00,"('Działdowo', 'Mława')",2,2,2,28.0
"('Działdowo', 'Ciechanów')",2023-03-17 19:00:00,"('Mława', 'Ciechanów')",3,2,3,28.0
"('Działdowo', 'Ciechanów')",2023-03-19 19:00:00,"('Działdowo', 'Mława')",1,3,3,28.0
"('Działdowo', 'Ciechanów')",2023-03-19 19:00:00,"('Mława', 'Ciechanów')",3,3,3,28.0
"('Działdowo', 'Ciechanów')",2023-03-20 19:00:00,"('Działdowo', 'Mława')",0,0,2,28.0
"('Działdowo', 'Ciechanów')",2023-03-20 19:00:00,"('Mława', 'Ciechanów')",1,0,3,28.0
"('Działdowo', 'Ciechanów')",2023-03-21 19:00:00,"('Działdowo', 'Mława')",2,2,2,28.0
"('Działdowo', 'Ciechanów')",2023-03-21 19:00:00,"('Mława', 'Ciechanów')",2,2,3,28.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 08:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,2,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 08:00:00,"('Gdańsk Oliwa', 'Sopot')",2,2,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 08:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",2,2,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 08:00:00,"('Sopot', 'Gdynia Główna')",2,2,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 10:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 10:00:00,"('Gdańsk Oliwa', 'Sopot')",0,0,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 10:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",0,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 10:00:00,"('Sopot', 'Gdynia Główna')",0,0,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 14:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 14:00:00,"('Gdańsk Oliwa', 'Sopot')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 14:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 14:00:00,"('Sopot', 'Gdynia Główna')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 16:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 16:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 16:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 16:00:00,"('Sopot', 'Gdynia Główna')",0,0,1,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 17:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 17:00:00,"('Gdańsk Oliwa', 'Sopot')",0,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 17:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 17:00:00,"('Sopot', 'Gdynia Główna')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 18:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",0,0,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 18:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,6,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 18:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",0,0,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 18:00:00,"('Sopot', 'Gdynia Główna')",1,1,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 22:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,1,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 22:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 22:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-13 22:00:00,"('Sopot', 'Gdynia Główna')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 08:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,1,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 08:00:00,"('Gdańsk Oliwa', 'Sopot')",0,0,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 08:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 08:00:00,"('Sopot', 'Gdynia Główna')",0,0,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 16:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 16:00:00,"('Gdańsk Oliwa', 'Sopot')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 16:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 16:00:00,"('Sopot', 'Gdynia Główna')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 18:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",5,6,7,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 18:00:00,"('Gdańsk Oliwa', 'Sopot')",3,3,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 18:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",3,3,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 18:00:00,"('Sopot', 'Gdynia Główna')",3,3,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 19:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",0,0,1,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 19:00:00,"('Gdańsk Oliwa', 'Sopot')",3,3,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 19:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",3,3,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 19:00:00,"('Sopot', 'Gdynia Główna')",3,3,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 21:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 21:00:00,"('Gdańsk Oliwa', 'Sopot')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 21:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 21:00:00,"('Sopot', 'Gdynia Główna')",3,3,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 23:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",3,3,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 23:00:00,"('Gdańsk Oliwa', 'Sopot')",4,4,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 23:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",3,3,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-14 23:00:00,"('Sopot', 'Gdynia Główna')",3,3,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 10:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 10:00:00,"('Gdańsk Oliwa', 'Sopot')",0,0,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 10:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 10:00:00,"('Sopot', 'Gdynia Główna')",0,0,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 15:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 15:00:00,"('Gdańsk Oliwa', 'Sopot')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 15:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 15:00:00,"('Sopot', 'Gdynia Główna')",2,2,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 18:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,6,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 18:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,6,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 18:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,6,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 18:00:00,"('Sopot', 'Gdynia Główna')",1,1,6,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 21:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",0,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 21:00:00,"('Gdańsk Oliwa', 'Sopot')",0,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 21:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",0,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 21:00:00,"('Sopot', 'Gdynia Główna')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 23:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",3,3,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 23:00:00,"('Gdańsk Oliwa', 'Sopot')",3,3,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 23:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",4,4,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-15 23:00:00,"('Sopot', 'Gdynia Główna')",3,3,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 09:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 09:00:00,"('Gdańsk Oliwa', 'Sopot')",3,3,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 09:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",3,3,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 09:00:00,"('Sopot', 'Gdynia Główna')",3,3,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 10:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",3,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 10:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 10:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 10:00:00,"('Sopot', 'Gdynia Główna')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 11:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 11:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 11:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 11:00:00,"('Sopot', 'Gdynia Główna')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 17:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 17:00:00,"('Gdańsk Oliwa', 'Sopot')",2,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 17:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 17:00:00,"('Sopot', 'Gdynia Główna')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 18:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",5,5,7,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 18:00:00,"('Gdańsk Oliwa', 'Sopot')",3,3,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 18:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",3,3,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 18:00:00,"('Sopot', 'Gdynia Główna')",3,3,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 19:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",0,2,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 19:00:00,"('Gdańsk Oliwa', 'Sopot')",3,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 19:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",3,3,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 19:00:00,"('Sopot', 'Gdynia Główna')",0,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 22:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",3,3,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 22:00:00,"('Gdańsk Oliwa', 'Sopot')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 22:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 22:00:00,"('Sopot', 'Gdynia Główna')",2,2,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 23:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 23:00:00,"('Gdańsk Oliwa', 'Sopot')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 23:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-16 23:00:00,"('Sopot', 'Gdynia Główna')",2,1,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 08:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",3,2,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 08:00:00,"('Gdańsk Oliwa', 'Sopot')",2,2,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 08:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",2,2,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 08:00:00,"('Sopot', 'Gdynia Główna')",2,2,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 10:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 10:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 10:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 10:00:00,"('Sopot', 'Gdynia Główna')",0,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 11:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 11:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 11:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 11:00:00,"('Sopot', 'Gdynia Główna')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 14:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 14:00:00,"('Gdańsk Oliwa', 'Sopot')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 14:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 14:00:00,"('Sopot', 'Gdynia Główna')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 17:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 17:00:00,"('Gdańsk Oliwa', 'Sopot')",2,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 17:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 17:00:00,"('Sopot', 'Gdynia Główna')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 18:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",5,5,8,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 18:00:00,"('Gdańsk Oliwa', 'Sopot')",4,5,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 18:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",5,5,6,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 18:00:00,"('Sopot', 'Gdynia Główna')",5,5,6,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 19:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,1,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 19:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 19:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",0,0,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 19:00:00,"('Sopot', 'Gdynia Główna')",1,3,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 20:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,2,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 20:00:00,"('Gdańsk Oliwa', 'Sopot')",3,3,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 20:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",3,3,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 20:00:00,"('Sopot', 'Gdynia Główna')",3,3,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 22:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",0,0,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 22:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 22:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",0,0,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 22:00:00,"('Sopot', 'Gdynia Główna')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 23:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 23:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 23:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-17 23:00:00,"('Sopot', 'Gdynia Główna')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 10:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,0,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 10:00:00,"('Gdańsk Oliwa', 'Sopot')",0,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 10:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",0,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 10:00:00,"('Sopot', 'Gdynia Główna')",0,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 11:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 11:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 11:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 11:00:00,"('Sopot', 'Gdynia Główna')",0,0,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 12:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",0,0,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 12:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 12:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",0,0,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 12:00:00,"('Sopot', 'Gdynia Główna')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 15:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",3,3,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 15:00:00,"('Gdańsk Oliwa', 'Sopot')",2,2,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 15:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",3,3,3,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 15:00:00,"('Sopot', 'Gdynia Główna')",2,2,2,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 17:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 17:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 17:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 17:00:00,"('Sopot', 'Gdynia Główna')",1,1,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 21:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",4,4,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 21:00:00,"('Gdańsk Oliwa', 'Sopot')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 21:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Oliwa')",4,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 21:00:00,"('Sopot', 'Gdynia Główna')",2,2,4,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 22:00:00,"('Gdańsk Główny', 'Gdańsk Wrzeszcz')",1,1,5,33.0
"('Gdańsk Główny', 'Gdynia Główna')",2023-03-18 22:00:00,"('Gdańsk Oliwa', 'Sopot')",1,1,3,33.0
