super_krawedz,okres_id,mini_krawedz,czy_opoznienie_wyjazd,czy_opoznienie_przyjazd,nazwa_pociagu,czas_przejazdu_super_krawedz
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 10:00:00,"('Gdynia Główna', 'Sopot')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 10:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 15:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",0,0,1,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 15:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",0,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 15:00:00,"('Gdynia Główna', 'Sopot')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 15:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 16:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 16:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 16:00:00,"('Gdynia Główna', 'Sopot')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-15 16:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 08:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 08:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",0,0,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 08:00:00,"('Gdynia Główna', 'Sopot')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 08:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 09:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 09:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 09:00:00,"('Gdynia Główna', 'Sopot')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 09:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 10:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 10:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 10:00:00,"('Gdynia Główna', 'Sopot')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 10:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 14:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 14:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 14:00:00,"('Gdynia Główna', 'Sopot')",0,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 14:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 15:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 15:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 15:00:00,"('Gdynia Główna', 'Sopot')",1,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 15:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 19:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 19:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",2,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 19:00:00,"('Gdynia Główna', 'Sopot')",0,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-16 19:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 07:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 07:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 07:00:00,"('Gdynia Główna', 'Sopot')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 07:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 09:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",2,3,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 09:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",2,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 09:00:00,"('Gdynia Główna', 'Sopot')",3,2,6,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 09:00:00,"('Sopot', 'Gdańsk Oliwa')",2,3,7,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 10:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 10:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",2,2,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 10:00:00,"('Gdynia Główna', 'Sopot')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 10:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 16:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 16:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 16:00:00,"('Gdynia Główna', 'Sopot')",0,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 16:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 17:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",0,0,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 17:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 17:00:00,"('Gdynia Główna', 'Sopot')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 17:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 19:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 19:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",2,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 19:00:00,"('Gdynia Główna', 'Sopot')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-17 19:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-18 09:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",0,0,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-18 09:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",0,0,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-18 09:00:00,"('Gdynia Główna', 'Sopot')",1,1,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-18 09:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-18 10:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-18 10:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-18 10:00:00,"('Gdynia Główna', 'Sopot')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-18 10:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-19 14:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",2,2,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-19 14:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",2,2,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-19 14:00:00,"('Gdynia Główna', 'Sopot')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-19 14:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-19 15:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-19 15:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-19 15:00:00,"('Gdynia Główna', 'Sopot')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-19 15:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-19 16:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-19 16:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",0,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-19 16:00:00,"('Gdynia Główna', 'Sopot')",0,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-19 16:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-19 17:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",0,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-19 17:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-19 17:00:00,"('Gdynia Główna', 'Sopot')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-19 17:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-20 08:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-20 08:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",0,0,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-20 08:00:00,"('Gdynia Główna', 'Sopot')",0,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-20 08:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-20 09:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,0,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-20 09:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-20 09:00:00,"('Gdynia Główna', 'Sopot')",1,1,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-20 09:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,6,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-21 17:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-21 17:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-21 17:00:00,"('Gdynia Główna', 'Sopot')",1,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-21 17:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 10:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 10:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 10:00:00,"('Gdynia Główna', 'Sopot')",0,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 10:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 15:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",0,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 15:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",0,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 15:00:00,"('Gdynia Główna', 'Sopot')",2,2,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 15:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,1,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 16:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",2,2,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 16:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",2,2,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 16:00:00,"('Gdynia Główna', 'Sopot')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 16:00:00,"('Sopot', 'Gdańsk Oliwa')",3,3,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 17:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",2,2,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 17:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 17:00:00,"('Gdynia Główna', 'Sopot')",3,2,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 17:00:00,"('Sopot', 'Gdańsk Oliwa')",2,2,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 18:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,2,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 18:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",2,2,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 18:00:00,"('Gdynia Główna', 'Sopot')",0,1,1,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 18:00:00,"('Sopot', 'Gdańsk Oliwa')",1,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 19:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 19:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 19:00:00,"('Gdynia Główna', 'Sopot')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-22 19:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-23 08:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-23 08:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",0,0,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-23 08:00:00,"('Gdynia Główna', 'Sopot')",0,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-23 08:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-23 09:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",0,0,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-23 09:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-23 09:00:00,"('Gdynia Główna', 'Sopot')",0,0,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-23 09:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,6,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-23 16:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-23 16:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",0,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-23 16:00:00,"('Gdynia Główna', 'Sopot')",0,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-23 16:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 07:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 07:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 07:00:00,"('Gdynia Główna', 'Sopot')",0,0,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 07:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 09:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",2,2,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 09:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 09:00:00,"('Gdynia Główna', 'Sopot')",1,1,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 09:00:00,"('Sopot', 'Gdańsk Oliwa')",0,2,5,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 10:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",2,2,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 10:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",3,2,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 10:00:00,"('Gdynia Główna', 'Sopot')",0,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 10:00:00,"('Sopot', 'Gdańsk Oliwa')",2,2,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 14:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",0,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 14:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,0,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 14:00:00,"('Gdynia Główna', 'Sopot')",0,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 14:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 15:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 15:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 15:00:00,"('Gdynia Główna', 'Sopot')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 15:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 16:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 16:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",1,1,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 16:00:00,"('Gdynia Główna', 'Sopot')",0,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 16:00:00,"('Sopot', 'Gdańsk Oliwa')",1,1,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 17:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 17:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",0,0,2,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 17:00:00,"('Gdynia Główna', 'Sopot')",0,2,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 17:00:00,"('Sopot', 'Gdańsk Oliwa')",2,2,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 18:00:00,"('Gdańsk Oliwa', 'Gdańsk Wrzeszcz')",1,1,3,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 18:00:00,"('Gdańsk Wrzeszcz', 'Gdańsk Główny')",2,2,4,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 18:00:00,"('Gdynia Główna', 'Sopot')",0,0,1,27.0
"('Gdynia Główna', 'Gdańsk Główny')",2023-03-24 18:00:00,"('Sopot', 'Gdańsk Oliwa')",0,0,2,27.0
"('Gdynia Główna', 'Lębork')",2023-03-17 19:00:00,"('Gdynia Główna', 'Lębork')",2,2,2,39.0
"('Gdynia Główna', 'Lębork')",2023-03-17 19:00:00,"('Rumia', 'Wejherowo')",1,1,1,39.0
"('Gdynia Główna', 'Lębork')",2023-03-17 19:00:00,"('Wejherowo', 'Lębork')",2,2,2,39.0
"('Gliwice', 'Zabrze')",2023-03-17 11:00:00,"('Gliwice', 'Zabrze')",1,1,3,10.0
"('Iława Główna', 'Działdowo')",2023-03-17 12:00:00,"('Iława Główna', 'Działdowo')",2,3,3,33.0
"('Kalisz', 'Pabianice')",2023-03-19 21:00:00,"('Kalisz', 'Sieradz')",2,2,2,70.0
"('Kalisz', 'Pabianice')",2023-03-19 21:00:00,"('Sieradz', 'Zduńska Wola')",0,0,2,70.0
"('Kalisz', 'Pabianice')",2023-03-19 21:00:00,"('Zduńska Wola', 'Łask')",0,0,2,70.0
"('Kalisz', 'Pabianice')",2023-03-19 21:00:00,"('Łask', 'Pabianice')",0,0,2,70.0
"('Koluszki', 'Łódź Widzew')",2023-03-19 21:00:00,"('Koluszki', 'Łódź Widzew')",4,4,4,15.0
"('Koluszki', 'Żyrardów')",2023-03-14 10:00:00,"('Koluszki', 'Skierniewice')",1,1,2,32.0
"('Koluszki', 'Żyrardów')",2023-03-14 10:00:00,"('Skierniewice', 'Żyrardów')",2,3,4,32.0
"('Koluszki', 'Żyrardów')",2023-03-15 06:00:00,"('Koluszki', 'Skierniewice')",0,1,3,32.0
"('Koluszki', 'Żyrardów')",2023-03-15 06:00:00,"('Skierniewice', 'Żyrardów')",1,1,3,32.0
"('Koluszki', 'Żyrardów')",2023-03-16 06:00:00,"('Koluszki', 'Skierniewice')",2,3,3,32.0
"('Koluszki', 'Żyrardów')",2023-03-16 06:00:00,"('Skierniewice', 'Żyrardów')",1,1,2,32.0
"('Koluszki', 'Żyrardów')",2023-03-17 06:00:00,"('Koluszki', 'Skierniewice')",2,2,3,32.0
"('Koluszki', 'Żyrardów')",2023-03-17 06:00:00,"('Skierniewice', 'Żyrardów')",1,1,3,32.0
"('Koluszki', 'Żyrardów')",2023-03-17 08:00:00,"('Koluszki', 'Skierniewice')",0,0,2,32.0
"('Koluszki', 'Żyrardów')",2023-03-17 08:00:00,"('Skierniewice', 'Żyrardów')",1,1,3,32.0
"('Koluszki', 'Żyrardów')",2023-03-20 06:00:00,"('Koluszki', 'Skierniewice')",1,1,3,32.0
"('Koluszki', 'Żyrardów')",2023-03-20 06:00:00,"('Skierniewice', 'Żyrardów')",0,0,3,32.0
"('Koluszki', 'Żyrardów')",2023-03-21 06:00:00,"('Koluszki', 'Skierniewice')",1,2,3,32.0
"('Koluszki', 'Żyrardów')",2023-03-21 06:00:00,"('Skierniewice', 'Żyrardów')",1,1,3,32.0
"('Koluszki', 'Żyrardów')",2023-03-22 06:00:00,"('Koluszki', 'Skierniewice')",0,2,3,32.0
"('Koluszki', 'Żyrardów')",2023-03-22 06:00:00,"('Skierniewice', 'Żyrardów')",1,1,3,32.0
"('Koluszki', 'Żyrardów')",2023-03-22 10:00:00,"('Koluszki', 'Skierniewice')",0,0,2,32.0
"('Koluszki', 'Żyrardów')",2023-03-22 10:00:00,"('Skierniewice', 'Żyrardów')",1,1,4,32.0
"('Koluszki', 'Żyrardów')",2023-03-23 06:00:00,"('Koluszki', 'Skierniewice')",2,2,4,32.0
"('Koluszki', 'Żyrardów')",2023-03-23 06:00:00,"('Skierniewice', 'Żyrardów')",2,2,3,32.0
"('Koluszki', 'Żyrardów')",2023-03-24 06:00:00,"('Koluszki', 'Skierniewice')",1,1,4,32.0
"('Koluszki', 'Żyrardów')",2023-03-24 06:00:00,"('Skierniewice', 'Żyrardów')",0,0,4,32.0
"('Koluszki', 'Żyrardów')",2023-03-24 08:00:00,"('Koluszki', 'Skierniewice')",0,0,2,32.0
"('Koluszki', 'Żyrardów')",2023-03-24 08:00:00,"('Skierniewice', 'Żyrardów')",1,1,3,32.0
"('Koszalin', 'Kołobrzeg')",2023-03-17 21:00:00,"('Koszalin', 'Kołobrzeg')",2,2,2,37.0
"('Koszalin', 'Kołobrzeg')",2023-03-17 21:00:00,"('Ustronie Morskie', 'Kołobrzeg')",0,0,1,37.0
